grammar,grid_id,cell_id,component_id,thr_index_a,thr_index_b,nearest_unsafe_distance,nearest_unsafe_edge_censored,distance_to_lattice_edge,full_neighborhood_safe_radius,edge_touches_lattice,mask_sha256
G2_and,P::abs_log_h::high_tail__score_m_bridge::low_tail,AND::P::abs_log_h::high_tail::q19::P::score_m_bridge::low_tail::q9,P::abs_log_h::high_tail__score_m_bridge::low_tail::comp0,19,9,1,False,1,0,False,f8e275e6dbc37375a609fd3100486e9fcf5da8fa9e17b9e54da5b54ae58b58da
G2_and,P::abs_log_h::high_tail__score_m_bridge::low_tail,AND::P::abs_log_h::high_tail::q19::P::score_m_bridge::low_tail::q10,P::abs_log_h::high_tail__score_m_bridge::low_tail::comp0,19,10,1,False,1,0,False,f8e275e6dbc37375a609fd3100486e9fcf5da8fa9e17b9e54da5b54ae58b58da
G2_and,P::abs_log_h::low_tail__abs_ratio_m1::high_tail,AND::P::abs_log_h::low_tail::q16::P::abs_ratio_m1::high_tail::q17,P::abs_log_h::low_tail__abs_ratio_m1::high_tail::comp0,16,17,1,False,3,0,False,ced0b7c1a71496983d0a09dbd31b8d5010814d5c22198b9a4deb1ffd54315bdd
G2_and,P::abs_log_h::low_tail__abs_ratio_m1::high_tail,AND::P::abs_log_h::low_tail::q17::P::abs_ratio_m1::high_tail::q17,P::abs_log_h::low_tail__abs_ratio_m1::high_tail::comp0,17,17,1,False,3,0,False,ced0b7c1a71496983d0a09dbd31b8d5010814d5c22198b9a4deb1ffd54315bdd
G2_and,P::abs_log_h::low_tail__abs_ratio_m1::high_tail,AND::P::abs_log_h::low_tail::q12::P::abs_ratio_m1::high_tail::q12,P::abs_log_h::low_tail__abs_ratio_m1::high_tail::comp1,12,12,1,False,8,0,False,40e749384e73d603c41c1370fc839844583ac0308271ffadd3bea47eee46a3a4
G2_and,P::abs_log_h::low_tail__dist_h::high_tail,AND::P::abs_log_h::low_tail::q5::P::dist_h::high_tail::q18,P::abs_log_h::low_tail__dist_h::high_tail::comp0,5,18,1,False,2,0,False,aa1be21430bf72a6336ce88db78c8708b56136ed6939d3e077fa7bfd6ab70e12
G2_and,P::abs_log_h::low_tail__dist_h::low_tail,AND::P::abs_log_h::low_tail::q1::P::dist_h::low_tail::q5,P::abs_log_h::low_tail__dist_h::low_tail::comp0,1,5,1,False,1,0,False,51105b444ba35b40a7852f1900de5682e811aa68e11b7e07243d709c170ef838
G2_and,P::abs_log_h::low_tail__resid_mean::high_tail,AND::P::abs_log_h::low_tail::q18::P::resid_mean::high_tail::q20,P::abs_log_h::low_tail__resid_mean::high_tail::comp0,18,20,1,False,0,0,True,63a907235d6263b0e8c90c26916b88bbb49d49a664518e158faefbdb69f13aca
G2_and,P::abs_log_h::low_tail__resid_mean::high_tail,AND::P::abs_log_h::low_tail::q19::P::resid_mean::high_tail::q20,P::abs_log_h::low_tail__resid_mean::high_tail::comp0,19,20,1,False,0,0,True,63a907235d6263b0e8c90c26916b88bbb49d49a664518e158faefbdb69f13aca
G2_and,P::abs_log_h::low_tail__resid_mean::high_tail,AND::P::abs_log_h::low_tail::q20::P::resid_mean::high_tail::q20,P::abs_log_h::low_tail__resid_mean::high_tail::comp0,20,20,1,False,0,0,True,63a907235d6263b0e8c90c26916b88bbb49d49a664518e158faefbdb69f13aca
G2_and,P::abs_log_h::low_tail__score_m_bridge::low_tail,AND::P::abs_log_h::low_tail::q1::P::score_m_bridge::low_tail::q3,P::abs_log_h::low_tail__score_m_bridge::low_tail::comp0,1,3,1,False,1,0,False,51105b444ba35b40a7852f1900de5682e811aa68e11b7e07243d709c170ef838
G2_and,P::abs_log_h::low_tail__score_m_bridge::low_tail,AND::P::abs_log_h::low_tail::q2::P::score_m_bridge::low_tail::q3,P::abs_log_h::low_tail__score_m_bridge::low_tail::comp0,2,3,1,False,2,0,False,51105b444ba35b40a7852f1900de5682e811aa68e11b7e07243d709c170ef838
G2_and,P::abs_ratio_m1::high_tail__resid_mean::high_tail,AND::P::abs_ratio_m1::high_tail::q0::P::resid_mean::high_tail::q20,P::abs_ratio_m1::high_tail__resid_mean::high_tail::comp0,0,20,1,False,0,0,True,63a907235d6263b0e8c90c26916b88bbb49d49a664518e158faefbdb69f13aca
G2_and,P::abs_ratio_m1::high_tail__resid_mean::high_tail,AND::P::abs_ratio_m1::high_tail::q1::P::resid_mean::high_tail::q20,P::abs_ratio_m1::high_tail__resid_mean::high_tail::comp0,1,20,1,False,0,0,True,63a907235d6263b0e8c90c26916b88bbb49d49a664518e158faefbdb69f13aca
G2_and,P::abs_ratio_m1::high_tail__resid_mean::high_tail,AND::P::abs_ratio_m1::high_tail::q2::P::resid_mean::high_tail::q20,P::abs_ratio_m1::high_tail__resid_mean::high_tail::comp0,2,20,1,False,0,0,True,63a907235d6263b0e8c90c26916b88bbb49d49a664518e158faefbdb69f13aca
G2_and,P::abs_ratio_m1::high_tail__resid_mean::high_tail,AND::P::abs_ratio_m1::high_tail::q3::P::resid_mean::high_tail::q20,P::abs_ratio_m1::high_tail__resid_mean::high_tail::comp0,3,20,1,False,0,0,True,63a907235d6263b0e8c90c26916b88bbb49d49a664518e158faefbdb69f13aca
G2_and,P::abs_ratio_m1::high_tail__resid_mean::high_tail,AND::P::abs_ratio_m1::high_tail::q4::P::resid_mean::high_tail::q20,P::abs_ratio_m1::high_tail__resid_mean::high_tail::comp0,4,20,1,False,0,0,True,63a907235d6263b0e8c90c26916b88bbb49d49a664518e158faefbdb69f13aca
G2_and,P::abs_ratio_m1::high_tail__resid_mean::high_tail,AND::P::abs_ratio_m1::high_tail::q5::P::resid_mean::high_tail::q20,P::abs_ratio_m1::high_tail__resid_mean::high_tail::comp0,5,20,1,False,0,0,True,63a907235d6263b0e8c90c26916b88bbb49d49a664518e158faefbdb69f13aca
G2_and,P::abs_ratio_m1::high_tail__resid_mean::high_tail,AND::P::abs_ratio_m1::high_tail::q6::P::resid_mean::high_tail::q20,P::abs_ratio_m1::high_tail__resid_mean::high_tail::comp0,6,20,1,False,0,0,True,63a907235d6263b0e8c90c26916b88bbb49d49a664518e158faefbdb69f13aca
G2_and,P::abs_ratio_m1::high_tail__resid_mean::high_tail,AND::P::abs_ratio_m1::high_tail::q7::P::resid_mean::high_tail::q20,P::abs_ratio_m1::high_tail__resid_mean::high_tail::comp0,7,20,1,False,0,0,True,63a907235d6263b0e8c90c26916b88bbb49d49a664518e158faefbdb69f13aca
G2_and,P::abs_ratio_m1::high_tail__resid_mean::high_tail,AND::P::abs_ratio_m1::high_tail::q8::P::resid_mean::high_tail::q20,P::abs_ratio_m1::high_tail__resid_mean::high_tail::comp0,8,20,1,False,0,0,True,63a907235d6263b0e8c90c26916b88bbb49d49a664518e158faefbdb69f13aca
G2_and,P::abs_ratio_m1::high_tail__resid_mean::high_tail,AND::P::abs_ratio_m1::high_tail::q9::P::resid_mean::high_tail::q20,P::abs_ratio_m1::high_tail__resid_mean::high_tail::comp0,9,20,1,False,0,0,True,63a907235d6263b0e8c90c26916b88bbb49d49a664518e158faefbdb69f13aca
G2_and,P::abs_ratio_m1::high_tail__resid_mean::high_tail,AND::P::abs_ratio_m1::high_tail::q10::P::resid_mean::high_tail::q20,P::abs_ratio_m1::high_tail__resid_mean::high_tail::comp0,10,20,1,False,0,0,True,63a907235d6263b0e8c90c26916b88bbb49d49a664518e158faefbdb69f13aca
G2_and,P::abs_ratio_m1::high_tail__resid_mean::high_tail,AND::P::abs_ratio_m1::high_tail::q11::P::resid_mean::high_tail::q20,P::abs_ratio_m1::high_tail__resid_mean::high_tail::comp0,11,20,1,False,0,0,True,63a907235d6263b0e8c90c26916b88bbb49d49a664518e158faefbdb69f13aca
G2_and,P::abs_ratio_m1::high_tail__resid_mean::high_tail,AND::P::abs_ratio_m1::high_tail::q12::P::resid_mean::high_tail::q20,P::abs_ratio_m1::high_tail__resid_mean::high_tail::comp0,12,20,1,False,0,0,True,63a907235d6263b0e8c90c26916b88bbb49d49a664518e158faefbdb69f13aca
G2_and,P::abs_ratio_m1::high_tail__resid_mean::high_tail,AND::P::abs_ratio_m1::high_tail::q13::P::resid_mean::high_tail::q20,P::abs_ratio_m1::high_tail__resid_mean::high_tail::comp0,13,20,1,False,0,0,True,63a907235d6263b0e8c90c26916b88bbb49d49a664518e158faefbdb69f13aca
G2_and,P::abs_ratio_m1::high_tail__resid_mean::high_tail,AND::P::abs_ratio_m1::high_tail::q14::P::resid_mean::high_tail::q20,P::abs_ratio_m1::high_tail__resid_mean::high_tail::comp0,14,20,1,False,0,0,True,63a907235d6263b0e8c90c26916b88bbb49d49a664518e158faefbdb69f13aca
G2_and,P::abs_ratio_m1::high_tail__resid_mean::high_tail,AND::P::abs_ratio_m1::high_tail::q15::P::resid_mean::high_tail::q20,P::abs_ratio_m1::high_tail__resid_mean::high_tail::comp0,15,20,1,False,0,0,True,63a907235d6263b0e8c90c26916b88bbb49d49a664518e158faefbdb69f13aca
G2_and,P::abs_ratio_m1::high_tail__resid_mean::high_tail,AND::P::abs_ratio_m1::high_tail::q16::P::resid_mean::high_tail::q20,P::abs_ratio_m1::high_tail__resid_mean::high_tail::comp0,16,20,1,False,0,0,True,63a907235d6263b0e8c90c26916b88bbb49d49a664518e158faefbdb69f13aca
G2_and,P::abs_ratio_m1::high_tail__resid_mean::high_tail,AND::P::abs_ratio_m1::high_tail::q17::P::resid_mean::high_tail::q20,P::abs_ratio_m1::high_tail__resid_mean::high_tail::comp0,17,20,1,False,0,0,True,63a907235d6263b0e8c90c26916b88bbb49d49a664518e158faefbdb69f13aca
G2_and,P::abs_ratio_m1::high_tail__resid_mean::low_tail,AND::P::abs_ratio_m1::high_tail::q17::P::resid_mean::low_tail::q2,P::abs_ratio_m1::high_tail__resid_mean::low_tail::comp0,17,2,1,False,2,0,False,2dc4b8690f5213d4d58ee9f2faf82a5643ebffe8f6ec2eacb01836cd430ab83b
G2_and,P::abs_ratio_m1::high_tail__resid_mean::low_tail,AND::P::abs_ratio_m1::high_tail::q17::P::resid_mean::low_tail::q3,P::abs_ratio_m1::high_tail__resid_mean::low_tail::comp0,17,3,1,False,3,0,False,2dc4b8690f5213d4d58ee9f2faf82a5643ebffe8f6ec2eacb01836cd430ab83b
G2_and,P::abs_ratio_m1::high_tail__resid_mean::low_tail,AND::P::abs_ratio_m1::high_tail::q18::P::resid_mean::low_tail::q2,P::abs_ratio_m1::high_tail__resid_mean::low_tail::comp0,18,2,1,False,2,0,False,2dc4b8690f5213d4d58ee9f2faf82a5643ebffe8f6ec2eacb01836cd430ab83b
G2_and,P::abs_ratio_m1::high_tail__resid_mean::low_tail,AND::P::abs_ratio_m1::high_tail::q18::P::resid_mean::low_tail::q3,P::abs_ratio_m1::high_tail__resid_mean::low_tail::comp0,18,3,1,False,2,0,False,2dc4b8690f5213d4d58ee9f2faf82a5643ebffe8f6ec2eacb01836cd430ab83b
G2_and,P::abs_ratio_m1::high_tail__resid_mean::low_tail,AND::P::abs_ratio_m1::high_tail::q18::P::resid_mean::low_tail::q4,P::abs_ratio_m1::high_tail__resid_mean::low_tail::comp0,18,4,1,False,2,0,False,2dc4b8690f5213d4d58ee9f2faf82a5643ebffe8f6ec2eacb01836cd430ab83b
G2_and,P::abs_ratio_m1::high_tail__resid_mean::low_tail,AND::P::abs_ratio_m1::high_tail::q18::P::resid_mean::low_tail::q5,P::abs_ratio_m1::high_tail__resid_mean::low_tail::comp0,18,5,1,False,2,0,False,b923775d4f4ffaef6a373317b715ecd7caa7c8b119c8d666e18eb9c350e15019
G2_and,P::abs_ratio_m1::high_tail__score_m_bridge::low_tail,AND::P::abs_ratio_m1::high_tail::q18::P::score_m_bridge::low_tail::q4,P::abs_ratio_m1::high_tail__score_m_bridge::low_tail::comp0,18,4,1,False,2,0,False,ee84f8e15ac6e86512d974aab73f64a51ea46b44430ca58ab315f95d5128cd3c
G2_and,P::abs_ratio_m1::high_tail__score_m_bridge::low_tail,AND::P::abs_ratio_m1::high_tail::q18::P::score_m_bridge::low_tail::q5,P::abs_ratio_m1::high_tail__score_m_bridge::low_tail::comp0,18,5,1,False,2,0,False,ee84f8e15ac6e86512d974aab73f64a51ea46b44430ca58ab315f95d5128cd3c
G2_and,P::abs_ratio_m1::high_tail__score_m_bridge::low_tail,AND::P::abs_ratio_m1::high_tail::q18::P::score_m_bridge::low_tail::q6,P::abs_ratio_m1::high_tail__score_m_bridge::low_tail::comp0,18,6,1,False,2,0,False,1ee9f8e74181eb4999d6d7434182eae6f88cdfdcd75a857ec101383ead3dc925
G2_and,P::abs_ratio_m1::high_tail__score_m_bridge::low_tail,AND::P::abs_ratio_m1::high_tail::q18::P::score_m_bridge::low_tail::q7,P::abs_ratio_m1::high_tail__score_m_bridge::low_tail::comp0,18,7,1,False,2,0,False,aa1cddec88a28a3417f30d472f7ab06d736bfbf6bee412847367e3cf4e93552d
G2_and,P::abs_ratio_m1::high_tail__score_m_bridge::low_tail,AND::P::abs_ratio_m1::high_tail::q18::P::score_m_bridge::low_tail::q8,P::abs_ratio_m1::high_tail__score_m_bridge::low_tail::comp0,18,8,1,False,2,0,False,aa1cddec88a28a3417f30d472f7ab06d736bfbf6bee412847367e3cf4e93552d
G2_and,P::abs_ratio_m1::high_tail__score_m_bridge::low_tail,AND::P::abs_ratio_m1::high_tail::q19::P::score_m_bridge::low_tail::q4,P::abs_ratio_m1::high_tail__score_m_bridge::low_tail::comp0,19,4,1,False,1,0,False,f8e275e6dbc37375a609fd3100486e9fcf5da8fa9e17b9e54da5b54ae58b58da
G2_and,P::abs_ratio_m1::high_tail__score_m_bridge::low_tail,AND::P::abs_ratio_m1::high_tail::q19::P::score_m_bridge::low_tail::q5,P::abs_ratio_m1::high_tail__score_m_bridge::low_tail::comp0,19,5,1,False,1,0,False,f8e275e6dbc37375a609fd3100486e9fcf5da8fa9e17b9e54da5b54ae58b58da
G2_and,P::abs_ratio_m1::high_tail__score_m_bridge::low_tail,AND::P::abs_ratio_m1::high_tail::q19::P::score_m_bridge::low_tail::q6,P::abs_ratio_m1::high_tail__score_m_bridge::low_tail::comp0,19,6,1,False,1,0,False,f8e275e6dbc37375a609fd3100486e9fcf5da8fa9e17b9e54da5b54ae58b58da
G2_and,P::abs_ratio_m1::high_tail__score_m_bridge::low_tail,AND::P::abs_ratio_m1::high_tail::q19::P::score_m_bridge::low_tail::q7,P::abs_ratio_m1::high_tail__score_m_bridge::low_tail::comp0,19,7,1,False,1,0,False,f8e275e6dbc37375a609fd3100486e9fcf5da8fa9e17b9e54da5b54ae58b58da
G2_and,P::abs_ratio_m1::high_tail__score_m_bridge::low_tail,AND::P::abs_ratio_m1::high_tail::q19::P::score_m_bridge::low_tail::q8,P::abs_ratio_m1::high_tail__score_m_bridge::low_tail::comp0,19,8,1,False,1,0,False,f8e275e6dbc37375a609fd3100486e9fcf5da8fa9e17b9e54da5b54ae58b58da
G2_and,P::abs_ratio_m1::low_tail__dist_h::high_tail,AND::P::abs_ratio_m1::low_tail::q5::P::dist_h::high_tail::q18,P::abs_ratio_m1::low_tail__dist_h::high_tail::comp0,5,18,1,False,2,0,False,aa1be21430bf72a6336ce88db78c8708b56136ed6939d3e077fa7bfd6ab70e12
G2_and,P::abs_ratio_m1::low_tail__dist_h::low_tail,AND::P::abs_ratio_m1::low_tail::q1::P::dist_h::low_tail::q5,P::abs_ratio_m1::low_tail__dist_h::low_tail::comp0,1,5,1,False,1,0,False,51105b444ba35b40a7852f1900de5682e811aa68e11b7e07243d709c170ef838
G2_and,P::abs_ratio_m1::low_tail__resid_mean::high_tail,AND::P::abs_ratio_m1::low_tail::q18::P::resid_mean::high_tail::q20,P::abs_ratio_m1::low_tail__resid_mean::high_tail::comp0,18,20,1,False,0,0,True,63a907235d6263b0e8c90c26916b88bbb49d49a664518e158faefbdb69f13aca
G2_and,P::abs_ratio_m1::low_tail__resid_mean::high_tail,AND::P::abs_ratio_m1::low_tail::q19::P::resid_mean::high_tail::q20,P::abs_ratio_m1::low_tail__resid_mean::high_tail::comp0,19,20,1,False,0,0,True,63a907235d6263b0e8c90c26916b88bbb49d49a664518e158faefbdb69f13aca
G2_and,P::abs_ratio_m1::low_tail__resid_mean::high_tail,AND::P::abs_ratio_m1::low_tail::q20::P::resid_mean::high_tail::q20,P::abs_ratio_m1::low_tail__resid_mean::high_tail::comp0,20,20,1,False,0,0,True,63a907235d6263b0e8c90c26916b88bbb49d49a664518e158faefbdb69f13aca
